Date,Comment,Sentiment,Platform,Username,Engagement_Count
2025-10-05,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_105,34
2025-10-05,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,TikTok,user_retail_658,50
2025-10-05,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,Instagram,user_retail_214,74
2025-10-05,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,YouTube,user_retail_313,99
2025-10-05,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,YouTube,user_retail_737,48
2025-10-06,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,YouTube,user_retail_301,19
2025-10-06,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_190,38
2025-10-06,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,YouTube,user_retail_560,77
2025-10-06,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_565,9
2025-10-06,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_656,59
2025-10-06,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,Instagram,user_retail_143,46
2025-10-06,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,YouTube,user_retail_325,68
2025-10-06,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,X,user_retail_330,205
2025-10-06,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,Instagram,user_retail_942,8
2025-10-07,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,TikTok,user_retail_609,62
2025-10-07,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,TikTok,user_retail_389,28
2025-10-07,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_538,142
2025-10-07,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_241,1
2025-10-07,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,Instagram,user_retail_512,43
2025-10-07,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_365,84
2025-10-07,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,TikTok,user_retail_572,292
2025-10-07,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_158,95
2025-10-07,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,TikTok,user_retail_637,30
2025-10-07,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,TikTok,user_retail_768,606
2025-10-07,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,YouTube,user_retail_839,110
2025-10-07,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,YouTube,user_retail_798,91
2025-10-07,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,Instagram,user_retail_245,45
2025-10-08,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_266,20
2025-10-08,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,YouTube,user_retail_809,67
2025-10-08,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,TikTok,user_retail_892,40
2025-10-08,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,TikTok,user_retail_998,29
2025-10-08,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,Instagram,user_retail_295,28
2025-10-08,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,Instagram,user_retail_666,51
2025-10-08,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_466,79
2025-10-08,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,TikTok,user_retail_605,37
2025-10-08,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,X,user_retail_823,45
2025-10-08,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,Instagram,user_retail_112,107
2025-10-08,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,X,user_retail_974,5
2025-10-08,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,TikTok,user_retail_618,73
2025-10-08,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_894,159
2025-10-08,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,Instagram,user_retail_212,12
2025-10-09,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_302,3
2025-10-09,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,YouTube,user_retail_602,5
2025-10-09,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_929,6
2025-10-09,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,X,user_retail_857,69
2025-10-09,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_211,407
2025-10-09,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_245,41
2025-10-09,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,TikTok,user_retail_963,111
2025-10-09,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,X,user_retail_671,365
2025-10-09,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_413,26
2025-10-10,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,Instagram,user_retail_831,60
2025-10-10,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,X,user_retail_411,115
2025-10-10,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,X,user_retail_661,25
2025-10-10,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,TikTok,user_retail_797,83
2025-10-10,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_939,63
2025-10-10,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,TikTok,user_retail_842,174
2025-10-10,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_802,152
2025-10-10,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_619,31
2025-10-10,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,YouTube,user_retail_147,94
2025-10-10,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,Instagram,user_retail_241,163
2025-10-10,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,TikTok,user_retail_905,194
2025-10-10,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,X,user_retail_911,29
2025-10-11,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,TikTok,user_retail_605,100
2025-10-11,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,Instagram,user_retail_921,354
2025-10-11,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,TikTok,user_retail_674,84
2025-10-11,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,TikTok,user_retail_191,188
2025-10-11,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,YouTube,user_retail_931,686
2025-10-11,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,TikTok,user_retail_189,248
2025-10-12,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,YouTube,user_retail_456,239
2025-10-12,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,Instagram,user_retail_266,448
2025-10-12,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,Instagram,user_retail_621,337
2025-10-12,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,Instagram,user_retail_123,29
2025-10-12,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,YouTube,user_retail_758,30
2025-10-12,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,YouTube,user_retail_989,70
2025-10-12,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,TikTok,user_retail_420,145
2025-10-12,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,X,user_retail_793,361
2025-10-12,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,YouTube,user_retail_808,296
2025-10-12,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,Instagram,user_retail_411,212
2025-10-13,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,X,user_retail_682,10
2025-10-13,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,Instagram,user_retail_122,30
2025-10-13,Lewat sini pas lagi jam istirahat kantor aja.,Netral,X,user_retail_695,12
2025-10-13,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,TikTok,user_retail_183,219
2025-10-13,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,X,user_retail_158,118
2025-10-13,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_979,17
2025-10-14,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,TikTok,user_retail_388,261
2025-10-14,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,YouTube,user_retail_389,55
2025-10-14,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,X,user_retail_717,187
2025-10-14,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,Instagram,user_retail_667,1
2025-10-14,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,TikTok,user_retail_958,356
2025-10-14,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,YouTube,user_retail_850,22
2025-10-14,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,X,user_retail_810,26
2025-10-14,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,X,user_retail_615,60
2025-10-14,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,YouTube,user_retail_879,18
2025-10-14,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_446,10
2025-10-14,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,YouTube,user_retail_355,240
2025-10-14,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,TikTok,user_retail_465,38
2025-10-15,Lewat sini pas lagi jam istirahat kantor aja.,Netral,YouTube,user_retail_631,79
2025-10-15,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,X,user_retail_898,66
2025-10-15,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,Instagram,user_retail_670,395
2025-10-15,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,YouTube,user_retail_180,44
2025-10-15,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,X,user_retail_972,315
2025-10-15,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,Instagram,user_retail_630,20
2025-10-15,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,YouTube,user_retail_543,515
2025-10-15,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,YouTube,user_retail_141,242
2025-10-15,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_875,30
2025-10-15,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_112,9
2025-10-15,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,X,user_retail_995,76
2025-10-15,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,YouTube,user_retail_506,47
2025-10-15,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,YouTube,user_retail_548,359
2025-10-16,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,X,user_retail_291,150
2025-10-16,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,TikTok,user_retail_631,44
2025-10-16,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_605,120
2025-10-16,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,X,user_retail_886,12
2025-10-16,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,X,user_retail_551,115
2025-10-16,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_719,17
2025-10-16,Lewat sini pas lagi jam istirahat kantor aja.,Netral,Instagram,user_retail_538,43
2025-10-16,Lewat sini pas lagi jam istirahat kantor aja.,Netral,X,user_retail_505,21
2025-10-16,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,X,user_retail_221,141
2025-10-16,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,Instagram,user_retail_594,1082
2025-10-16,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,YouTube,user_retail_936,317
2025-10-16,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,X,user_retail_557,21
2025-10-16,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,Instagram,user_retail_909,260
2025-10-16,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_512,632
2025-10-17,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,YouTube,user_retail_116,28
2025-10-17,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,TikTok,user_retail_377,149
2025-10-17,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,TikTok,user_retail_872,318
2025-10-17,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,X,user_retail_625,255
2025-10-17,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,Instagram,user_retail_313,493
2025-10-17,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_228,411
2025-10-17,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,TikTok,user_retail_497,136
2025-10-17,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,X,user_retail_597,35
2025-10-17,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,Instagram,user_retail_485,977
2025-10-18,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,X,user_retail_429,12
2025-10-18,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,TikTok,user_retail_624,52
2025-10-18,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_459,132
2025-10-18,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_359,46
2025-10-18,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_827,55
2025-10-18,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_345,32
2025-10-18,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,X,user_retail_177,93
2025-10-18,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_630,51
2025-10-18,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,YouTube,user_retail_393,45
2025-10-18,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,Instagram,user_retail_743,31
2025-10-18,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,X,user_retail_952,14
2025-10-18,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,YouTube,user_retail_610,44
2025-10-18,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,Instagram,user_retail_605,96
2025-10-19,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,YouTube,user_retail_515,0
2025-10-19,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,YouTube,user_retail_191,1
2025-10-19,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,TikTok,user_retail_917,21
2025-10-19,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,TikTok,user_retail_698,19
2025-10-19,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,TikTok,user_retail_357,117
2025-10-19,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,TikTok,user_retail_642,57
2025-10-19,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,Instagram,user_retail_326,525
2025-10-19,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,YouTube,user_retail_276,5
2025-10-19,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,Instagram,user_retail_129,19
2025-10-19,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_149,51
2025-10-19,"Tempat duduknya dikit, sering gak kebagian spot padahal mau ngerjain tugas.",Negatif,TikTok,user_retail_619,229
2025-10-19,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,Instagram,user_retail_214,3
2025-10-20,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,Instagram,user_retail_519,58
2025-10-20,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,YouTube,user_retail_861,703
2025-10-20,"Bright Cafe kopinya enak banget, rasanya konsisten dan bersaing dengan coffee shop premium.",Positif,Instagram,user_retail_566,8
2025-10-20,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,Instagram,user_retail_794,63
2025-10-20,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,Instagram,user_retail_577,55
2025-10-20,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,X,user_retail_342,350
2025-10-20,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,X,user_retail_653,213
2025-10-21,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_212,33
2025-10-21,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,X,user_retail_658,112
2025-10-21,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,YouTube,user_retail_292,31
2025-10-21,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,X,user_retail_953,161
2025-10-21,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,Instagram,user_retail_486,252
2025-10-21,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,TikTok,user_retail_942,148
2025-10-21,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,X,user_retail_346,36
2025-10-21,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,TikTok,user_retail_776,14
2025-10-21,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_716,461
2025-10-21,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,X,user_retail_726,47
2025-10-21,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_766,42
2025-10-21,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,X,user_retail_349,17
2025-10-21,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,X,user_retail_703,39
2025-10-22,Harga beberapa item produk ritel di Bright Store terasa agak kemahalan dibanding minimarket biasa.,Negatif,YouTube,user_retail_674,62
2025-10-22,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,YouTube,user_retail_111,80
2025-10-22,"Antrean kasir campur sama yang beli kopi, jadinya lama banget nunggunya.",Negatif,Instagram,user_retail_611,198
2025-10-22,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_269,59
2025-10-22,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,Instagram,user_retail_906,322
2025-10-23,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,X,user_retail_518,19
2025-10-23,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_389,26
2025-10-23,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,YouTube,user_retail_182,165
2025-10-23,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,Instagram,user_retail_549,38
2025-10-23,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,X,user_retail_309,7
2025-10-23,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_447,98
2025-10-23,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,X,user_retail_104,23
2025-10-23,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_363,72
2025-10-23,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,TikTok,user_retail_853,72
2025-10-24,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,X,user_retail_239,42
2025-10-24,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,X,user_retail_974,64
2025-10-24,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_978,124
2025-10-24,"Pelayanan petugas kasir di outlet SPBU MT Haryono lambat banget, antrean cenderung mengular.",Negatif,YouTube,user_retail_797,187
2025-10-24,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,Instagram,user_retail_469,53
2025-10-24,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,X,user_retail_963,695
2025-10-24,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,Instagram,user_retail_507,72
2025-10-24,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,Instagram,user_retail_107,0
2025-10-24,Lewat sini pas lagi jam istirahat kantor aja.,Netral,Instagram,user_retail_913,11
2025-10-24,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_340,152
2025-10-24,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,X,user_retail_587,73
2025-10-24,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_306,26
2025-10-25,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,TikTok,user_retail_525,56
2025-10-25,"Pilihan menunya standard, harganya ya sewajarnya minimarket pom bensin.",Netral,X,user_retail_357,14
2025-10-25,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,TikTok,user_retail_861,6
2025-10-25,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,YouTube,user_retail_177,1
2025-10-25,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,X,user_retail_271,0
2025-10-26,Kebetulan mampir cuma buat beli air mineral pas isi bensin.,Netral,Instagram,user_retail_545,8
2025-10-26,Tempatnya lumayan tapi ya biasa saja sih gak yang wah banget.,Netral,TikTok,user_retail_769,125
2025-10-26,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,TikTok,user_retail_583,79
2025-10-26,"Metode pembayaran menggunakan aplikasi MyPertamina praktis banget, banyak promo cashback.",Positif,Instagram,user_retail_755,51
2025-10-26,"Tempatnya sangat bersih, nyaman, dan adem buat WFC atau numpang kerja pas nunggu Jakarta macet.",Positif,TikTok,user_retail_676,63
2025-10-26,Ketersediaan produk makanan siap saji sering kali habis kalau berkunjung malam hari.,Negatif,Instagram,user_retail_333,234
2025-10-26,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,TikTok,user_retail_963,34
2025-10-26,"Suka banget sama menu promo bundling kopi dan roti di pagi hari, sangat ramah di kantong.",Positif,X,user_retail_775,14
2025-10-26,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,X,user_retail_494,70
2025-10-26,AC di area indoor kurang dingin pas kapasitas pengunjung lagi padat-padatnya.,Negatif,TikTok,user_retail_271,152
2025-10-26,Pelayanan ramah dan tempatnya strategis banget di dalam SPBU.,Positif,TikTok,user_retail_948,11
2025-10-27,Bright Store sekarang makin modern pilihan snack impornya juga banyak.,Positif,YouTube,user_retail_627,309
2025-10-27,Fasilitas dan kelengkapan produk dinilai standar seperti jaringan retail minimarket pada umumnya.,Netral,YouTube,user_retail_297,42
2025-10-27,Lewat sini pas lagi jam istirahat kantor aja.,Netral,Instagram,user_retail_123,141
2025-10-27,"Fasilitas lengkap, ada colokan di setiap meja dan Wi-Fi cukup kencang untuk meeting online.",Positif,X,user_retail_385,71
2025-10-27,"Proses restock barang lambat, beberapa rak item promo terlihat kosong melompong.",Negatif,TikTok,user_retail_809,384
